ai._vectorizer_errors|ai.vectorizer|vectorizer_errors_id_fkey
ai.semantic_catalog_embedding|ai.semantic_catalog|semantic_catalog_embedding_semantic_catalog_id_fkey
ai.vectorizer_worker_progress|ai.vectorizer|vectorizer_worker_progress_vectorizer_id_fkey
dos.access_review_items|dos.access_reviews|access_review_items_review_id_fkey
dos.action_items|dos.remediations|action_items_remediation_id_fkey
dos.agent_action_receipts|dos.agent_runs|agent_action_receipts_run_id_fkey
dos.agent_evidence_links|dos.agent_runs|agent_evidence_links_run_id_fkey
dos.agent_run_steps|dos.agent_runs|agent_run_steps_run_id_fkey
dos.agrc_agent_runs|dos.agrc_cycles|agrc_agent_runs_cycle_id_fkey
dos.agrc_discoveries|dos.agrc_agent_runs|agrc_discoveries_run_id_fkey
dos.agrc_discoveries|dos.agrc_cycles|agrc_discoveries_cycle_id_fkey
dos.agrc_proposed_actions|dos.agrc_agent_runs|agrc_proposed_actions_run_id_fkey
dos.agrc_proposed_actions|dos.agrc_cycles|agrc_proposed_actions_cycle_id_fkey
dos.ai_workflow_trigger_log|dos.ai_workflow_triggers|ai_workflow_trigger_log_trigger_id_fkey
dos.business_units|dos.organizations|business_units_organization_id_fkey
dos.committee_meetings|dos.committees|committee_meetings_committee_id_fkey
dos.committee_members|dos.committees|committee_members_committee_id_fkey
dos.compliance_requirements|dos.compliance_frameworks|compliance_requirements_framework_id_fkey
dos.config_values|dos.config_definitions|config_values_definition_id_fkey
dos.controls|dos.compliance_frameworks|controls_framework_id_fkey
dos.dynamic_ui_actions|dos.dynamic_ui_modules|dynamic_ui_actions_module_code_fkey
dos.dynamic_ui_agent_actions|dos.dynamic_ui_modules|dynamic_ui_agent_actions_module_code_fkey
dos.dynamic_ui_agent_squad_members|dos.dynamic_ui_agent_squads|dynamic_ui_agent_squad_members_squad_id_fkey
dos.dynamic_ui_agent_squad_members|dos.dynamic_ui_agents|dynamic_ui_agent_squad_members_agent_id_fkey
dos.dynamic_ui_agent_squads|dos.dynamic_ui_agents|dynamic_ui_agent_squads_orchestrator_agent_id_fkey
dos.dynamic_ui_agent_squads|dos.dynamic_ui_modules|dynamic_ui_agent_squads_module_code_fkey
dos.dynamic_ui_agents|dos.dynamic_ui_modules|dynamic_ui_agents_module_code_fkey
dos.dynamic_ui_data_resources|dos.dynamic_ui_modules|dynamic_ui_data_resources_module_code_fkey
dos.dynamic_ui_i18n_keys|dos.dynamic_ui_modules|dynamic_ui_i18n_keys_module_code_fkey
dos.dynamic_ui_intents|dos.dynamic_ui_modules|dynamic_ui_intents_module_code_fkey
dos.dynamic_ui_kpis|dos.dynamic_ui_modules|dynamic_ui_kpis_module_code_fkey
dos.dynamic_ui_module_status|dos.dynamic_ui_modules|dynamic_ui_module_status_module_code_fkey
dos.dynamic_ui_navigation|dos.dynamic_ui_modules|dynamic_ui_navigation_module_code_fkey
dos.dynamic_ui_navigation|dos.dynamic_ui_navigation|dynamic_ui_navigation_parent_id_fkey
dos.dynamic_ui_page_agents|dos.dynamic_ui_agents|dynamic_ui_page_agents_agent_id_fkey
dos.dynamic_ui_page_agents|dos.dynamic_ui_modules|dynamic_ui_page_agents_module_code_fkey
dos.dynamic_ui_route_permissions|dos.dynamic_ui_routes|dynamic_ui_route_permissions_route_id_fkey
dos.dynamic_ui_routes|dos.dynamic_ui_modules|dynamic_ui_routes_module_code_fkey
dos.dynamic_ui_shells|dos.dynamic_ui_modules|dynamic_ui_shells_module_code_fkey
dos.dynamic_ui_theme_tokens|dos.dynamic_ui_modules|dynamic_ui_theme_tokens_module_code_fkey
dos.dynamic_ui_widgets|dos.dynamic_ui_modules|dynamic_ui_widgets_module_code_fkey
dos.dynamic_ui_workflow_agents|dos.dynamic_ui_agents|dynamic_ui_workflow_agents_agent_id_fkey
dos.dynamic_ui_workflow_agents|dos.dynamic_ui_modules|dynamic_ui_workflow_agents_module_code_fkey
dos.foundation_position_authority|dos.foundation_authority_kinds|foundation_position_authority_authority_kind_fkey
dos.governance_decisions|dos.committees|governance_decisions_committee_id_fkey
dos.incidents|dos.risks|fk_incidents_risk_id
dos.incidents|dos.risks|incidents_risk_id_fkey
dos.location_bu_map|dos.business_units|location_bu_map_bu_id_fkey
dos.location_bu_map|dos.locations|location_bu_map_location_id_fkey
dos.position_assignments|dos.positions|position_assignments_position_id_fkey
dos.positions|dos.business_units|positions_bu_id_fkey
dos.team_members|dos.teams|fk_dos_team_members_team
dos.tenant_migrations|dos.tenants|fk_tenant_migrations_tenant
dos.training_enrollments|dos.training_courses|training_enrollments_course_id_fkey
dos.widgets|dos.dashboards|widgets_dashboard_id_fkey
dos.workflow_approvals|dos.workflow_instances|workflow_approvals_workflow_instance_id_fkey
dos.workflow_tasks|dos.workflow_instances|workflow_tasks_instance_id_fkey
onb.pack_modules|onb.product_packs|pack_modules_pack_code_fkey
platform_dauth.oauth_grants|platform_dauth.oauth_clients|oauth_grants_client_id_fkey
platform_dnoc.route_hits|platform_dnoc.routes|route_hits_route_id_fkey
platform_dnoc.service_deployments|platform_dnoc.service_deployments|service_deployments_rollback_of_fkey
platform_dos.feature_flag_overrides|platform_dos.feature_flags|feature_flag_overrides_flag_code_fkey
platform_dos.feature_flag_overrides|platform_dos.tenants_registry|feature_flag_overrides_tenant_id_fkey
platform_dos.feature_flags|platform_dos.modules_registry|feature_flags_owner_module_fkey
platform_dos.module_config|platform_dos.modules_registry|module_config_module_code_fkey
platform_dos.module_config|platform_dos.tenants_registry|module_config_tenant_id_fkey
platform_dos.module_permissions|platform_dos.modules_registry|module_permissions_module_code_fkey
platform_dos.module_versions|platform_dos.modules_registry|module_versions_module_code_fkey
platform_dos.product_bundles|platform_dos.products_registry|product_bundles_product_code_fkey
platform_dos.product_modules|platform_dos.modules_registry|product_modules_module_code_fkey
platform_dos.product_modules|platform_dos.products_registry|product_modules_product_code_fkey
platform_dos.product_services|platform_dos.products_registry|product_services_product_code_fkey
platform_dos.product_services|platform_dos.services_registry|product_services_service_code_fkey
platform_dos.scheduled_job_runs|platform_dos.scheduled_jobs|scheduled_job_runs_job_id_fkey
platform_dos.tenant_config|platform_dos.tenants_registry|tenant_config_tenant_id_fkey
platform_dos.tenant_product_modules|platform_dos.product_modules|tenant_product_modules_product_code_module_code_fkey
platform_dos.tenant_product_modules|platform_dos.tenant_products|tenant_product_modules_tenant_id_product_code_fkey
platform_dos.tenant_products|platform_dos.products_registry|tenant_products_product_code_fkey
platform_dos.tenant_products|platform_dos.tenants_registry|tenant_products_tenant_id_fkey
platform_dos.tenant_secrets_ref|platform_dos.tenants_registry|tenant_secrets_ref_tenant_id_fkey
platform_dos.tenant_services|platform_dos.product_services|tenant_services_product_code_service_code_fkey
platform_dos.tenant_services|platform_dos.tenant_products|tenant_services_tenant_id_product_code_fkey
platform_dsoc.alerts|platform_dsoc.audit_log|alerts_audit_event_id_fkey
platform_dsoc.investigation_notes|platform_dsoc.alerts|investigation_notes_alert_id_fkey
platform_dsoc.investigation_notes|platform_dsoc.incidents|investigation_notes_incident_id_fkey
platform_dsoc.posture_findings|platform_dsoc.posture_snapshots|posture_findings_snapshot_id_fkey
public.approval_requests|public.approval_chains|approval_requests_chain_id_fkey
public.approval_steps_log|public.approval_requests|approval_steps_log_request_id_fkey
public.dos_cutover_executions|public.dos_cutover_plans|dos_cutover_executions_cutover_id_fkey
public.dos_verification_checks|public.dos_verification_runs|dos_verification_checks_run_id_fkey
public.enforcement_check_results|public.enforcement_runs|enforcement_check_results_run_id_fkey
public.grc_frameworks|public.grc_regulators|grc_frameworks_regulator_code_fkey
public.grc_frameworks|public.grc_sector_groups|grc_frameworks_group_code_fkey
public.grc_regulators|public.grc_sector_groups|grc_regulators_group_code_fkey
public.grc_sector_framework_matrix|public.grc_sector_groups|grc_sector_framework_matrix_group_code_fkey
public.incident_response_actions|dos.incidents|incident_response_actions_incident_id_fkey
